Date,Service,Distributor,Sign-ups (Indexed),Subscribers (Indexed),Net Subscriber Adds (Indexed),Gross Subscriber Adds (Indexed),Cancels (Indexed),Sign-ups,Subscribers,Net Subscriber Adds,Gross Subscriber Adds,Cancels
2023-03-01,DAZN,Direct,0.02,0.45,-0.05,0.08,0.134,"7,449","179,748","-20,637","32,848","53,485"
2019-01-01,DAZN,Google Play,0.00,0.02,0.01,0.01,0.000,104,"9,968","3,224","3,224",0
2019-02-01,DAZN,Google Play,0.00,0.02,0.00,,0.001,"1,871","8,115","-1,853",,292
2019-03-01,DAZN,Google Play,,0.02,0.00,0.00,0.000,,"9,325","1,210","1,269",59
2019-04-01,DAZN,Google Play,0.00,0.02,0.00,0.00,0.000,"1,968","9,882",557,557,0
2019-05-01,DAZN,Google Play,0.01,0.03,0.01,0.01,0.003,"5,450","13,010","3,128","4,164","1,036"
2019-06-01,DAZN,Google Play,,0.02,-0.01,,0.005,,"9,582","-3,428",,"1,800"
2019-07-01,DAZN,Google Play,,0.02,0.00,,0.000,,"8,671",-910,,55
2019-08-01,DAZN,Google Play,0.00,0.02,-0.01,,0.002,376,"6,228","-2,443",,613
2019-09-01,DAZN,Google Play,0.00,0.01,0.00,,0.000,227,"5,885",-344,,37
2019-10-01,DAZN,Google Play,0.01,0.02,0.00,0.00,0.000,"4,180","6,690",806,806,0
2019-11-01,DAZN,Google Play,0.03,0.03,0.01,0.01,0.002,"13,128","11,931","5,241","5,952",711
2019-12-01,DAZN,Google Play,0.01,0.02,-0.01,0.00,0.010,"5,915","9,670","-2,261","1,754","4,015"
2020-01-01,DAZN,Google Play,0.00,0.02,0.00,0.00,0.003,"1,774","9,096",-574,453,"1,027"
2020-02-01,DAZN,Google Play,0.00,0.02,0.00,0.00,0.001,"1,176","8,712",-384,76,460
2020-03-01,DAZN,Google Play,,0.02,0.00,0.00,0.000,,"9,494",781,897,116
2020-04-01,DAZN,Google Play,0.01,0.02,0.00,0.00,0.000,"2,039","9,413",-81,104,184
2020-05-01,DAZN,Google Play,,0.03,0.00,0.00,0.000,,"11,156","1,743","1,743",0
2020-06-01,DAZN,Google Play,0.00,0.03,0.00,0.00,0.000,711,"11,084",-72,75,147
2020-07-01,DAZN,Google Play,,0.03,0.00,0.00,0.000,,"11,567",483,549,67
2020-08-01,DAZN,Google Play,0.00,0.02,-0.01,0.00,0.007,356,"9,550","-2,017",953,"2,969"
2020-09-01,DAZN,Google Play,0.00,0.02,0.00,0.00,0.000,301,"9,636",86,86,0
2020-10-01,DAZN,Google Play,0.00,0.03,0.00,0.00,0.002,102,"10,109",473,"1,386",913
2020-11-01,DAZN,Google Play,0.00,0.03,0.00,0.00,0.000,"1,655","10,066",-44,39,82
2020-12-01,DAZN,Google Play,0.03,0.04,0.01,0.02,0.006,"11,302","14,685","4,619","6,933","2,314"
2021-01-01,DAZN,Google Play,0.00,0.04,0.00,0.00,0.001,484,"14,506",-179,142,321
2021-02-01,DAZN,Google Play,0.03,0.04,0.01,0.01,0.003,"10,906","17,053","2,547","3,634","1,088"
2021-03-01,DAZN,Google Play,,0.04,0.00,0.01,0.008,,"17,172",119,"3,291","3,172"
2021-04-01,DAZN,Google Play,,0.03,-0.01,,0.002,,"12,971","-4,201",,885
2021-05-01,DAZN,Google Play,0.03,0.04,0.01,0.02,0.014,"12,672","15,043","2,072","7,472","5,400"
2021-06-01,DAZN,Google Play,,0.04,0.00,0.00,0.000,,"15,622",579,579,0
2021-07-01,DAZN,Google Play,0.01,0.03,-0.01,0.00,0.008,"3,176","13,295","-2,327",965,"3,293"
2021-08-01,DAZN,Google Play,0.00,0.03,0.00,0.00,0.006,56,"11,674","-1,620",723,"2,344"
2021-09-01,DAZN,Google Play,0.01,0.03,0.00,0.00,0.005,"3,731","10,554","-1,120",706,"1,826"
2021-10-01,DAZN,Google Play,0.00,0.03,0.00,0.00,0.002,333,"10,647",92,"1,061",968
2021-11-01,DAZN,Google Play,0.02,0.03,0.00,0.01,0.009,"8,848","11,636",989,"4,391","3,402"
2021-12-01,DAZN,Google Play,0.00,0.03,0.00,0.01,0.003,"1,799","13,163","1,527","2,679","1,151"
2022-01-01,DAZN,Google Play,,0.03,0.00,0.00,0.000,,"13,216",53,103,49
2022-02-01,DAZN,Google Play,0.00,0.03,0.00,,0.000,255,"12,788",-428,,125
2022-03-01,DAZN,Google Play,0.00,0.04,0.00,0.01,0.001,"1,975","14,663","1,875","2,173",298
2022-04-01,DAZN,Google Play,0.01,0.04,0.01,0.01,0.002,"2,771","16,759","2,095","2,725",630
2022-05-01,DAZN,Google Play,0.01,0.04,0.00,0.01,0.007,"5,977","16,839",80,"2,971","2,891"
2022-06-01,DAZN,Google Play,0.00,0.04,0.00,0.00,0.006,64,"15,321","-1,518","1,014","2,532"
2022-07-01,DAZN,Google Play,0.00,0.04,0.00,0.00,0.001,485,"15,055",-267,49,316
2022-08-01,DAZN,Google Play,0.01,0.04,0.00,0.00,0.004,"2,696","14,683",-372,"1,044","1,416"
2022-09-01,DAZN,Google Play,0.02,0.05,0.01,0.01,0.001,"8,046","20,345","5,663","5,970",308
2022-10-01,DAZN,Google Play,0.00,0.05,0.00,0.00,0.001,176,"21,205",860,"1,261",401
2022-11-01,DAZN,Google Play,0.00,0.04,-0.01,,0.008,"1,564","17,204","-4,001",,"3,130"
2022-12-01,DAZN,Google Play,0.00,0.04,0.00,0.00,0.005,"1,800","16,317",-888,"1,212","2,099"
2023-01-01,DAZN,Google Play,0.00,0.04,0.00,0.00,0.003,53,"16,690",374,"1,437","1,063"
2023-02-01,DAZN,Google Play,0.00,0.04,0.00,0.00,0.001,58,"16,505",-186,38,223
2023-03-01,DAZN,Google Play,0.00,0.04,0.00,,0.001,849,"15,826",-678,,220
2019-01-01,DAZN,Roku Apps,0.00,0.03,0.00,0.00,0.000,977,"13,188","1,832","1,954",122
2019-02-01,DAZN,Roku Apps,0.00,0.03,0.00,0.00,0.001,977,"13,310",122,488,366
2019-03-01,DAZN,Roku Apps,0.00,0.03,0.00,0.00,0.001,733,"13,677",366,733,366
2019-04-01,DAZN,Roku Apps,0.00,0.03,0.00,0.00,0.000,366,"13,799",122,122,0
2019-05-01,DAZN,Roku Apps,0.02,0.04,0.01,0.01,0.002,"7,693","16,485","2,686","3,419",733
2019-06-01,DAZN,Roku Apps,0.00,0.04,0.00,0.00,0.004,"1,832","15,142","-1,343",366,"1,710"
2019-07-01,DAZN,Roku Apps,0.00,0.04,0.00,0.00,0.003,122,"14,287",-855,366,"1,221"
2019-08-01,DAZN,Roku Apps,0.00,0.04,0.00,0.00,0.001,488,"14,165",-122,366,488
2019-09-01,DAZN,Roku Apps,0.00,0.04,0.00,0.00,0.000,244,"14,165",0,122,122
2019-10-01,DAZN,Roku Apps,0.00,0.04,0.00,0.00,0.001,977,"14,531",366,733,366
2019-11-01,DAZN,Roku Apps,0.02,0.04,0.01,0.01,0.006,"9,769","17,950","3,419","5,861","2,442"
2019-12-01,DAZN,Roku Apps,0.01,0.05,0.00,0.01,0.005,"3,541","18,317",366,"2,320","1,954"
2020-01-01,DAZN,Roku Apps,0.00,0.04,0.00,0.00,0.004,"1,587","17,706",-611,855,"1,465"
2020-02-01,DAZN,Roku Apps,0.00,0.04,0.00,,0.003,733,"16,241","-1,465",,"1,343"
2020-03-01,DAZN,Roku Apps,0.00,0.04,0.00,,0.001,244,"15,997",-244,,244
2020-04-01,DAZN,Roku Apps,,0.04,0.00,,0.002,,"15,386",-611,,611
2020-05-01,DAZN,Roku Apps,,0.04,0.00,,0.000,,"15,264",-122,,122
2020-06-01,DAZN,Roku Apps,0.00,0.04,0.00,,0.001,244,"14,898",-366,,366
2020-07-01,DAZN,Roku Apps,0.00,0.04,0.00,,0.000,122,"14,898",0,,0
2020-08-01,DAZN,Roku Apps,0.00,0.04,0.00,0.00,0.001,855,"14,653",-244,122,366
2020-09-01,DAZN,Roku Apps,0.00,0.04,0.00,0.00,0.002,"1,465","14,898",244,855,611
2020-10-01,DAZN,Roku Apps,0.00,0.04,0.00,0.00,0.002,611,"14,776",-122,733,855
2020-11-01,DAZN,Roku Apps,0.01,0.04,0.00,0.00,0.002,"2,320","15,752",977,"1,587",611
2020-12-01,DAZN,Roku Apps,0.02,0.05,0.01,0.02,0.002,"8,914","21,003","5,251","6,228",977
2021-01-01,DAZN,Roku Apps,0.01,0.05,0.00,0.00,0.003,"2,198","20,759",-244,977,"1,221"
2021-02-01,DAZN,Roku Apps,0.02,0.06,0.01,0.01,0.002,"7,082","23,568","2,809","3,785",977
2021-03-01,DAZN,Roku Apps,0.00,0.05,0.00,,0.003,488,"21,980","-1,587",,"1,099"
2021-04-01,DAZN,Roku Apps,0.00,0.05,0.00,,0.001,611,"21,614",-366,,366
2021-05-01,DAZN,Roku Apps,0.04,0.07,0.02,0.02,0.004,"14,165","27,841","6,228","7,693","1,465"
2021-06-01,DAZN,Roku Apps,0.00,0.07,0.00,,0.002,366,"26,376","-1,465",,611
2021-07-01,DAZN,Roku Apps,0.00,0.06,0.00,,0.002,488,"25,399",-977,,855
2021-08-01,DAZN,Roku Apps,0.00,0.06,0.00,0.00,0.002,977,"25,643",244,855,611
2021-09-01,DAZN,Roku Apps,0.00,0.07,0.00,0.00,0.001,"1,587","26,010",366,733,366
2021-10-01,DAZN,Roku Apps,0.00,0.07,0.00,0.00,0.001,488,"26,132",122,488,366
2021-11-01,DAZN,Roku Apps,0.02,0.07,0.01,0.01,0.003,"6,716","29,307","3,175","4,274","1,099"
2021-12-01,DAZN,Roku Apps,0.00,0.07,0.00,,0.002,122,"27,841","-1,465",,733
2022-01-01,DAZN,Roku Apps,0.00,0.07,0.00,,0.002,366,"26,742","-1,099",,733
2022-02-01,DAZN,Roku Apps,0.00,0.06,0.00,,0.002,855,"25,766",-977,,855
2022-03-01,DAZN,Roku Apps,0.00,0.07,0.00,0.00,0.002,977,"26,132",366,977,611
2022-04-01,DAZN,Roku Apps,0.01,0.07,0.01,0.01,0.002,"3,175","28,452","2,320","2,931",611
2022-05-01,DAZN,Roku Apps,0.00,0.07,0.00,,0.004,"1,221","26,742","-1,710",,"1,587"
2022-06-01,DAZN,Roku Apps,0.00,0.06,0.00,,0.001,122,"25,888",-855,,488
2022-07-01,DAZN,Roku Apps,0.01,0.06,0.00,0.00,0.002,"2,198","25,888",0,855,855
2022-08-01,DAZN,Roku Apps,0.00,0.06,0.00,0.00,0.003,977,"25,033",-855,244,"1,099"
2022-09-01,DAZN,Roku Apps,0.00,0.06,0.00,0.00,0.005,"1,710","23,934","-1,099","1,099","2,198"
2022-10-01,DAZN,Roku Apps,0.00,0.05,-0.01,,0.007,488,"20,759","-3,175",,"2,931"
2022-11-01,DAZN,Roku Apps,0.00,0.05,0.00,0.00,0.006,"1,099","19,660","-1,099","1,221","2,320"
2022-12-01,DAZN,Roku Apps,0.00,0.05,0.00,0.00,0.003,611,"18,927",-733,366,"1,099"
2023-01-01,DAZN,Roku Apps,0.00,0.04,0.00,0.00,0.004,488,"17,828","-1,099",366,"1,465"
2023-02-01,DAZN,Roku Apps,0.00,0.04,0.00,0.00,0.003,"1,099","16,607","-1,221",122,"1,343"
2023-03-01,DAZN,Roku Apps,0.00,0.04,0.00,0.00,0.002,733,"16,363",-244,733,977
2019-01-01,DAZN,iTunes,0.01,0.05,0.03,0.03,0.002,"3,053","19,904","10,624","11,356",733
2019-02-01,DAZN,iTunes,0.02,0.05,0.00,0.01,0.007,"7,815","20,881",977,"3,663","2,686"
2019-03-01,DAZN,iTunes,0.01,0.05,0.00,0.00,0.004,"3,297","20,515",-366,"1,099","1,465"
2019-04-01,DAZN,iTunes,0.01,0.05,0.00,0.01,0.005,"2,442","21,736","1,221","3,175","1,954"
2019-05-01,DAZN,iTunes,0.08,0.09,0.03,0.04,0.005,"31,871","35,412","13,677","15,752","2,076"
2019-06-01,DAZN,iTunes,0.02,0.08,-0.01,0.01,0.025,"6,350","30,772","-4,640","5,495","10,135"
2019-07-01,DAZN,iTunes,0.00,0.09,0.01,0.02,0.006,"1,465","35,168","4,396","6,838","2,442"
2019-08-01,DAZN,iTunes,0.01,0.08,-0.01,,0.008,"2,564","31,993","-3,175",,"3,175"
2019-09-01,DAZN,iTunes,0.01,0.08,0.00,0.01,0.005,"5,373","32,360",366,"2,442","2,076"
2019-10-01,DAZN,iTunes,0.01,0.10,0.01,0.02,0.005,"5,617","38,343","5,983","8,059","2,076"
2019-11-01,DAZN,iTunes,0.24,0.19,0.10,0.10,0.006,"97,445","77,663","39,320","41,762","2,442"
2019-12-01,DAZN,iTunes,0.05,0.18,-0.02,0.03,0.052,"18,195","70,092","-7,571","13,066","20,637"
2020-01-01,DAZN,iTunes,0.03,0.16,-0.02,0.01,0.030,"10,257","63,010","-7,082","5,007","12,089"
2020-02-01,DAZN,iTunes,0.02,0.16,0.00,0.03,0.027,"7,082","63,132",122,"11,112","10,990"
2020-03-01,DAZN,iTunes,0.00,0.13,-0.02,,0.017,733,"53,363","-9,769",,"6,960"
2020-04-01,DAZN,iTunes,0.00,0.12,-0.02,,0.013,244,"46,158","-7,205",,"5,007"
2020-05-01,DAZN,iTunes,0.00,0.10,-0.02,,0.012,244,"38,709","-7,449",,"4,640"
2020-06-01,DAZN,iTunes,0.00,0.09,-0.01,0.00,0.009,977,"35,534","-3,175",244,"3,419"
2020-07-01,DAZN,iTunes,0.00,0.09,0.00,0.01,0.005,"1,954","37,122","1,587","3,663","2,076"
2020-08-01,DAZN,iTunes,0.01,0.09,0.00,0.01,0.007,"2,931","37,610",488,"3,297","2,809"
2020-09-01,DAZN,iTunes,0.01,0.10,0.00,0.01,0.006,"2,564","38,343",733,"3,175","2,442"
2020-10-01,DAZN,iTunes,0.01,0.10,0.00,0.01,0.008,"4,152","39,808","1,465","4,762","3,297"
2020-11-01,DAZN,iTunes,0.02,0.10,0.00,0.02,0.012,"9,403","41,274","1,465","6,350","4,884"
2020-12-01,DAZN,iTunes,0.12,0.16,0.06,0.07,0.010,"47,746","64,719","23,445","27,353","3,908"
2021-01-01,DAZN,iTunes,0.03,0.15,-0.01,0.02,0.033,"13,432","59,590","-5,129","8,059","13,188"
2021-02-01,DAZN,iTunes,0.09,0.18,0.03,0.05,0.016,"36,145","72,168","12,578","19,172","6,594"
2021-03-01,DAZN,iTunes,0.01,0.16,-0.02,0.01,0.025,"5,617","64,475","-7,693","2,320","10,013"
2021-04-01,DAZN,iTunes,0.01,0.16,-0.01,0.01,0.013,"4,640","62,155","-2,320","2,931","5,251"
2021-05-01,DAZN,iTunes,0.21,0.24,0.09,0.10,0.011,"82,914","97,567","35,412","39,808","4,396"
2021-06-01,DAZN,iTunes,0.02,0.21,-0.04,0.03,0.061,"6,472","83,158","-14,409","10,013","24,422"
2021-07-01,DAZN,iTunes,0.01,0.17,-0.04,,0.030,"4,396","68,749","-14,409",,"12,089"
2021-08-01,DAZN,iTunes,0.02,0.16,-0.01,0.01,0.015,"8,181","65,086","-3,663","2,442","6,106"
2021-09-01,DAZN,iTunes,0.04,0.17,0.00,0.01,0.009,"14,409","66,307","1,221","5,007","3,785"
2021-10-01,DAZN,iTunes,0.01,0.16,0.00,0.01,0.015,"5,495","65,818",-488,"5,495","5,983"
2021-11-01,DAZN,iTunes,0.08,0.19,0.03,0.04,0.013,"32,848","77,785","11,967","16,974","5,007"
2021-12-01,DAZN,iTunes,0.03,0.17,-0.02,0.00,0.027,"10,013","68,749","-9,036","1,954","10,990"
2022-01-01,DAZN,iTunes,0.01,0.16,-0.01,0.00,0.019,"4,518","62,765","-5,983","1,465","7,449"
2022-02-01,DAZN,iTunes,0.01,0.15,-0.01,,0.011,"4,762","58,003","-4,762",,"4,518"
2022-03-01,DAZN,iTunes,0.01,0.14,-0.01,0.00,0.009,"3,663","55,194","-2,809",855,"3,663"
2022-04-01,DAZN,iTunes,0.07,0.16,0.02,0.04,0.013,"26,376","65,086","9,891","15,020","5,129"
2022-05-01,DAZN,iTunes,0.13,0.19,0.03,0.04,0.016,"53,485","76,320","11,234","17,828","6,594"
2022-06-01,DAZN,iTunes,0.01,0.16,-0.03,0.00,0.036,"2,320","63,254","-13,066","1,465","14,531"
2022-07-01,DAZN,iTunes,0.04,0.17,0.01,0.03,0.019,"15,386","68,016","4,762","12,211","7,449"
2022-08-01,DAZN,iTunes,0.09,0.26,0.09,0.11,0.019,"35,779","102,818","34,802","42,251","7,449"
2022-09-01,DAZN,iTunes,0.16,0.30,0.04,0.08,0.038,"65,574","119,425","16,607","31,871","15,264"
2022-10-01,DAZN,iTunes,0.01,0.20,-0.10,,0.092,"4,396","78,396","-41,030",,"36,633"
2022-11-01,DAZN,iTunes,0.03,0.17,-0.03,0.00,0.030,"11,723","67,650","-10,746","1,099","11,845"
2022-12-01,DAZN,iTunes,0.01,0.15,-0.02,0.00,0.024,"3,053","58,003","-9,647",122,"9,769"
2023-01-01,DAZN,iTunes,0.02,0.13,-0.02,0.00,0.018,"6,472","51,775","-6,228","1,099","7,327"
2023-02-01,DAZN,iTunes,0.01,0.11,-0.02,,0.015,"5,251","45,426","-6,350",,"5,861"
2023-03-01,DAZN,iTunes,0.01,0.09,-0.02,,0.014,"4,152","37,733","-7,693",,"5,617"
2021-01-01,Discovery+,All,3.96,4.40,4.40,4.45,0.050,"1,735,236","1,925,884","1,925,884","1,948,077","22,060"
2021-02-01,Discovery+,All,2.30,6.32,1.92,2.29,0.376,"1,007,946","2,764,917","839,034","1,003,446","164,412"
2021-03-01,Discovery+,All,1.79,7.64,1.32,1.76,0.437,"782,389","3,342,158","577,241","768,556","191,315"
2021-04-01,Discovery+,All,1.79,9.02,1.38,1.76,0.375,"781,699","3,946,208","604,051","768,282","164,231"
2021-05-01,Discovery+,All,1.63,9.90,0.89,1.32,0.429,"714,661","4,334,586","388,378","576,127","187,750"
2021-06-01,Discovery+,All,1.50,10.79,0.89,1.38,0.490,"657,161","4,722,073","387,487","602,058","214,571"
2021-07-01,Discovery+,All,1.76,11.54,0.75,1.24,0.490,"771,823","5,050,924","328,851","543,390","214,539"
2021-08-01,Discovery+,All,1.40,12.21,0.67,1.23,0.565,"612,140","5,342,571","291,648","538,724","247,076"
2021-09-01,Discovery+,All,1.21,12.78,0.58,1.09,0.510,"529,740","5,594,612","252,040","475,233","223,193"
2021-10-01,Discovery+,All,1.10,13.22,0.44,0.99,0.552,"480,756","5,785,418","190,806","432,328","241,522"
2021-11-01,Discovery+,All,1.53,14.17,0.95,1.57,0.626,"668,570","6,199,635","414,217","688,290","274,072"
2021-12-01,Discovery+,All,1.28,14.51,0.35,1.02,0.671,"558,894","6,351,038","151,402","445,233","293,831"
2022-01-01,Discovery+,All,1.59,15.04,0.53,1.30,0.775,"693,718","6,582,811","231,774","570,824","339,050"
2022-02-01,Discovery+,All,1.34,15.42,0.38,1.16,0.776,"586,974","6,750,801","167,990","507,674","339,684"
2022-03-01,Discovery+,All,1.66,15.97,0.54,1.30,0.758,"724,791","6,987,588","236,787","568,352","331,565"
2022-04-01,Discovery+,All,1.68,16.63,0.67,1.44,0.774,"734,280","7,280,348","292,760","631,624","338,864"
2022-05-01,Discovery+,All,1.37,17.09,0.45,1.33,0.880,"601,642","7,478,213","197,865","583,175","385,310"
2022-06-01,Discovery+,All,1.48,17.52,0.44,1.31,0.874,"649,345","7,669,858","191,645","574,216","382,571"
2022-07-01,Discovery+,All,2.11,18.43,0.90,1.84,0.936,"923,300","8,065,142","395,284","805,142","409,858"
2022-08-01,Discovery+,All,1.28,18.52,0.09,1.15,1.063,"560,732","8,104,020","38,878","504,199","465,321"
2022-09-01,Discovery+,All,1.74,18.70,0.18,1.27,1.085,"759,553","8,183,772","79,752","554,660","474,907"
2022-10-01,Discovery+,All,1.21,18.87,0.17,1.18,1.003,"528,097","8,260,269","76,497","515,587","439,089"
2022-11-01,Discovery+,All,1.20,19.13,0.26,1.23,0.976,"523,664","8,372,955","112,686","540,043","427,357"
2022-12-01,Discovery+,All,1.15,19.01,-0.12,0.86,0.986,"504,163","8,319,730","-53,225","378,339","431,564"
2023-01-01,Discovery+,All,1.36,18.99,-0.02,1.09,1.109,"594,085","8,311,499","-8,231","476,955","485,186"
2023-02-01,Discovery+,All,1.11,18.91,-0.08,1.03,1.110,"486,913","8,275,549","-35,951","450,042","485,993"
2023-03-01,Discovery+,All,1.37,18.94,0.04,1.09,1.052,"600,256","8,290,988","15,439","475,902","460,462"
2021-04-01,Discovery+,Amazon Channels,0.43,0.50,0.50,0.51,0.016,"189,182","218,061","218,061","225,147","7,086"
2021-05-01,Discovery+,Amazon Channels,0.57,0.85,0.35,0.37,0.019,"251,619","372,348","154,287","162,576","8,289"
2021-06-01,Discovery+,Amazon Channels,0.68,1.53,0.68,0.75,0.070,"298,681","668,756","296,408","327,025","30,617"
2021-07-01,Discovery+,Amazon Channels,0.63,1.75,0.22,0.34,0.115,"276,621","766,623","97,867","148,404","50,538"
2021-08-01,Discovery+,Amazon Channels,0.53,2.12,0.37,0.52,0.144,"232,367","929,333","162,710","225,949","63,239"
2021-09-01,Discovery+,Amazon Channels,0.48,2.42,0.29,0.42,0.130,"211,242","1,057,816","128,483","185,439","56,955"
2021-10-01,Discovery+,Amazon Channels,0.49,2.69,0.27,0.42,0.144,"212,446","1,177,074","119,258","182,497","63,239"
2021-11-01,Discovery+,Amazon Channels,0.50,3.04,0.35,0.52,0.173,"217,392","1,330,025","152,950","228,757","75,807"
2021-12-01,Discovery+,Amazon Channels,0.54,3.29,0.25,0.45,0.201,"235,976","1,438,587","108,563","196,402","87,839"
2022-01-01,Discovery+,Amazon Channels,0.61,3.44,0.16,0.42,0.263,"267,529","1,506,505","67,918","182,898","114,980"
2022-02-01,Discovery+,Amazon Channels,0.49,3.60,0.15,0.40,0.246,"213,515","1,573,889","67,384","175,144","107,760"
2022-03-01,Discovery+,Amazon Channels,0.54,3.80,0.21,0.46,0.252,"234,639","1,664,402","90,513","200,814","110,301"
2022-04-01,Discovery+,Amazon Channels,0.60,3.99,0.19,0.43,0.242,"263,117","1,745,691","81,288","187,043","105,755"
2022-05-01,Discovery+,Amazon Channels,0.48,4.24,0.26,0.50,0.248,"208,568","1,857,462","111,771","220,467","108,696"
2022-06-01,Discovery+,Amazon Channels,0.48,4.37,0.13,0.39,0.267,"210,039","1,912,946","55,485","172,336","116,852"
2022-07-01,Discovery+,Amazon Channels,0.72,4.71,0.34,0.62,0.288,"313,655","2,059,880","146,934","273,144","126,211"
2022-08-01,Discovery+,Amazon Channels,0.48,4.75,0.04,0.41,0.369,"208,969","2,079,266","19,386","180,893","161,507"
2022-09-01,Discovery+,Amazon Channels,0.69,4.77,0.02,0.41,0.392,"301,221","2,088,893","9,626","181,160","171,534"
2022-10-01,Discovery+,Amazon Channels,0.50,4.92,0.14,0.53,0.386,"217,392","2,151,864","62,972","231,698","168,726"
2022-11-01,Discovery+,Amazon Channels,0.37,4.94,0.02,0.40,0.376,"161,908","2,161,758","9,894","174,609","164,716"
2022-12-01,Discovery+,Amazon Channels,0.43,4.89,-0.04,0.34,0.385,"186,241","2,142,238","-19,520","149,073","168,593"
2023-01-01,Discovery+,Amazon Channels,0.55,4.81,-0.08,0.38,0.467,"242,528","2,105,337","-36,901","167,523","204,424"
2023-02-01,Discovery+,Amazon Channels,0.50,4.78,-0.03,0.42,0.441,"216,991","2,093,973","-11,364","181,829","193,193"
2023-03-01,Discovery+,Amazon Channels,0.61,4.78,0.00,0.45,0.453,"266,861","2,093,438",-535,"197,873","198,407"
2021-01-01,Discovery+,Amazon Fire TV,0.31,0.46,0.46,0.47,0.010,"137,842","202,686","202,686","207,231","4,546"
2021-02-01,Discovery+,Amazon Fire TV,0.19,0.64,0.18,0.19,0.015,"83,160","280,631","77,946","84,363","6,417"
2021-03-01,Discovery+,Amazon Fire TV,0.14,0.75,0.11,0.14,0.028,"61,367","330,367","49,736","61,902","12,166"
2021-04-01,Discovery+,Amazon Fire TV,0.10,0.80,0.05,0.08,0.038,"44,922","350,154","19,787","36,633","16,846"
2021-05-01,Discovery+,Amazon Fire TV,0.07,0.80,0.00,0.04,0.042,"32,355","350,956",802,"19,386","18,584"
2021-06-01,Discovery+,Amazon Fire TV,0.04,0.78,-0.03,0.01,0.041,"17,915","339,325","-11,632","6,284","17,915"
2021-07-01,Discovery+,Amazon Fire TV,0.07,0.77,0.00,0.04,0.038,"29,146","338,656",-668,"16,177","16,846"
2021-08-01,Discovery+,Amazon Fire TV,0.06,0.77,0.00,0.03,0.031,"24,333","338,924",267,"13,637","13,370"
2021-09-01,Discovery+,Amazon Fire TV,0.04,0.76,-0.01,0.02,0.034,"18,049","333,709","-5,214","9,626","14,840"
2021-10-01,Discovery+,Amazon Fire TV,0.04,0.75,-0.01,0.02,0.031,"15,509","328,763","-4,947","8,423","13,370"
2021-11-01,Discovery+,Amazon Fire TV,0.05,0.75,0.00,0.04,0.037,"22,060","329,565",802,"17,113","16,311"
2021-12-01,Discovery+,Amazon Fire TV,0.05,0.75,-0.01,0.03,0.038,"21,392","326,490","-3,075","13,370","16,445"
2022-01-01,Discovery+,Amazon Fire TV,0.05,0.74,-0.01,0.04,0.047,"21,258","321,810","-4,679","15,776","20,456"
2022-02-01,Discovery+,Amazon Fire TV,0.05,0.73,-0.01,0.04,0.045,"23,932","318,869","-2,941","16,846","19,787"
2022-03-01,Discovery+,Amazon Fire TV,0.05,0.73,0.00,0.03,0.029,"22,862","318,735",-134,"12,434","12,568"
2022-04-01,Discovery+,Amazon Fire TV,0.06,0.74,0.01,0.05,0.042,"25,670","321,944","3,209","21,392","18,183"
2022-05-01,Discovery+,Amazon Fire TV,0.05,0.73,0.00,0.04,0.038,"20,322","320,874","-1,070","15,509","16,579"
2022-06-01,Discovery+,Amazon Fire TV,0.05,0.73,0.00,0.04,0.038,"21,392","321,409",535,"16,980","16,445"
2022-07-01,Discovery+,Amazon Fire TV,0.08,0.75,0.02,0.06,0.039,"35,029","329,565","8,156","25,135","16,980"
2022-08-01,Discovery+,Amazon Fire TV,0.05,0.75,-0.01,0.04,0.047,"21,926","326,891","-2,674","17,782","20,456"
2022-09-01,Discovery+,Amazon Fire TV,0.06,0.75,0.00,0.04,0.041,"25,937","326,490",-401,"17,381","17,782"
2022-10-01,Discovery+,Amazon Fire TV,0.05,0.74,0.00,0.04,0.042,"22,595","324,351","-2,139","16,445","18,584"
2022-11-01,Discovery+,Amazon Fire TV,0.06,0.75,0.01,0.06,0.049,"24,199","327,292","2,941","24,467","21,525"
2022-12-01,Discovery+,Amazon Fire TV,0.06,0.73,-0.01,0.04,0.049,"24,199","321,409","-5,883","15,375","21,258"
2023-01-01,Discovery+,Amazon Fire TV,0.05,0.73,0.00,0.05,0.051,"22,328","319,671","-1,738","20,456","22,194"
2023-02-01,Discovery+,Amazon Fire TV,0.05,0.72,-0.01,0.04,0.048,"20,188","317,131","-2,540","18,317","20,857"
2023-03-01,Discovery+,Amazon Fire TV,0.07,0.72,0.00,0.05,0.050,"28,879","316,462",-668,"21,124","21,793"
2021-01-01,Discovery+,Direct,1.80,2.38,2.38,2.41,0.035,"789,619","1,040,569","1,040,569","1,055,944","15,375"
2021-02-01,Discovery+,Direct,1.03,3.25,0.87,1.14,0.265,"452,700","1,421,607","381,038","497,088","116,050"
2021-03-01,Discovery+,Direct,0.81,3.82,0.57,0.86,0.290,"353,363","1,670,954","249,346","376,225","126,879"
2021-04-01,Discovery+,Direct,0.58,4.22,0.41,0.57,0.159,"254,961","1,848,905","177,952","247,341","69,389"
