,ckg_series_id,season_number,title_name,content_strategy_category,medal,content_cost
49406,1b460d21-2769-4cc8-b401-1317d1a7b78c,6,Ultimate Adventure Week,Unscripted Series (Acq),Bronze,
49760,1b460d21-2769-4cc8-b401-1317d1a7b78c,5,Ultimate Adventure Week,Unscripted Series (Acq),Bronze,
49536,1b460d21-2769-4cc8-b401-1317d1a7b78c,1,Ultimate Adventure Week,Unscripted Series (Acq),Bronze,
49142,1b460d21-2769-4cc8-b401-1317d1a7b78c,3,Ultimate Adventure Week,Unscripted Series (Acq),Bronze,
49108,1b460d21-2769-4cc8-b401-1317d1a7b78c,4,Ultimate Adventure Week,Unscripted Series (Acq),Bronze,
49261,1b460d21-2769-4cc8-b401-1317d1a7b78c,10,Ultimate Adventure Week,Unscripted Series (Acq),Bronze,
49375,1bb8a6bd-de58-4c26-822d-42bd4e54ae84,1,Tuner History,Unscripted Series (Acq),Bronze,
49700,1bc0d3c5-d186-494f-837f-b135be47c3f0,0,Soapdish,Movies (Acq),Bronze,200000.0
48119,1bc10a81-b4bc-4989-9fc3-f9a60bd1b038,0,Great White Battleground,Specials,Bronze,
48779,1bd2c9d9-b0f8-4054-9a23-df04878038cc,0,Last Stop Larrimah,Docu-Movies (OP),Bronze,1300000.0
49128,1bd85b39-9ad0-45fd-94b6-6358144108f4,2006,RM Classic Car Auctions,Unscripted Series (Acq),Bronze,
49092,1bdb747f-3b5b-4447-8e31-bc382cc2191b,6,Inside West Coast Customs,Unscripted Series (Acq),Bronze,
49301,1bdb747f-3b5b-4447-8e31-bc382cc2191b,5,Inside West Coast Customs,Unscripted Series (Acq),Bronze,
47795,1bddd06a-efdc-4c08-bf95-49160d0ccd5f,5,Rust Valley Restorers,Unscripted Series (Acq),Bronze,
48512,1bddd06a-efdc-4c08-bf95-49160d0ccd5f,4,Rust Valley Restorers,Unscripted Series (Acq),Bronze,
47722,1bfe7320-1d18-44bb-98fb-50da1edd4b2f,0,Body of Lies,Movies (Acq),Bronze,
48431,1c060ebc-58d0-4819-9f53-6969afa4fedb,0,Isle of Jaws,Specials,Bronze,
47692,1c0b5c47-cfa3-49c3-a0bf-56734ca47ce4,1,Swiping America,Unscripted Series (OP),Bronze,12285000.0
48171,1c24db0c-c147-4d09-ae8c-9d607c9d5c12,0,Blown Away,Movies (Acq),Bronze,360000.0
47509,1c25769e-e306-40bd-9a93-5b26068d3020,2,Ghost Adventures: House Calls,Unscripted Series (OP),Bronze,
47419,1c3616b1-be1a-4ff5-aa0b-e3310fec3b57,5,Ride With Norman Reedus,Unscripted Series (Acq),Bronze,30000.0
48035,1c3616b1-be1a-4ff5-aa0b-e3310fec3b57,1,Ride With Norman Reedus,Unscripted Series (Acq),Bronze,30000.0
48017,1c3616b1-be1a-4ff5-aa0b-e3310fec3b57,4,Ride With Norman Reedus,Unscripted Series (Acq),Bronze,30000.0
48103,1c3616b1-be1a-4ff5-aa0b-e3310fec3b57,2,Ride With Norman Reedus,Unscripted Series (Acq),Bronze,30000.0
49219,1c3616b1-be1a-4ff5-aa0b-e3310fec3b57,3,Ride With Norman Reedus,Unscripted Series (Acq),Bronze,30000.0
48499,1c3920e3-27bb-4eab-81e9-68e279cbe0bb,0,CNN Special Report: Voices of Auschwitz,Docu-Movies (Acq),Bronze,
47754,1c58912f-9962-473c-87c5-429ae7960c4d,0,The Blue Lagoon,Movies (Acq),Bronze,174482.0
48415,1c9990f7-11c6-47fb-90c3-3d051ef6c45a,0,Monster Hammerheads: Killer Instinct,Specials,Bronze,
48618,1ca2c904-b8c8-4ac2-9c09-d37873af7e06,0,Great White Fight Club,Specials,Bronze,
49532,1cd631b4-4f4b-4f71-8d76-f7b0ac0adc99,0,Skate Kitchen,Movies (Acq),Bronze,60000.0
48481,1ce3b54f-7e35-4cdf-a60e-b52b5468ac27,0,Midsommar,Movies (Acq),Bronze,1725000.0
48019,1ce91681-523d-4c8e-a4dc-d41b2b73879d,0,Compliance,Movies (Acq),Bronze,60000.0
49656,1d0ef760-06dd-4980-94bf-7fa84e397041,8,Engine Masters,Unscripted Series (Acq),Bronze,
49741,1d0ef760-06dd-4980-94bf-7fa84e397041,3,Engine Masters,Unscripted Series (Acq),Bronze,
49702,1d0ef760-06dd-4980-94bf-7fa84e397041,7,Engine Masters,Unscripted Series (Acq),Bronze,
49105,1d0ef760-06dd-4980-94bf-7fa84e397041,4,Engine Masters,Unscripted Series (Acq),Bronze,
48794,1d0ef760-06dd-4980-94bf-7fa84e397041,6,Engine Masters,Unscripted Series (Acq),Bronze,
48537,1d0ef760-06dd-4980-94bf-7fa84e397041,2,Engine Masters,Unscripted Series (Acq),Bronze,
49433,1d0ef760-06dd-4980-94bf-7fa84e397041,1,Engine Masters,Unscripted Series (Acq),Bronze,
49204,1d0ef760-06dd-4980-94bf-7fa84e397041,5,Engine Masters,Unscripted Series (Acq),Bronze,
47908,1d1ae3a0-8615-4d6b-ba25-a6b3cb5e5f9e,0,Legion of Super-Heroes,Movies (Acq),Bronze,540000.0
47423,1d3e11fa-a382-4e4f-8bc4-197d4768a45b,0,Mad Max,Movies (Acq),Bronze,
48027,1d5d37ef-caf7-4433-bbcd-77c612b704f1,0,Firestorm,Movies (Acq),Bronze,230000.0
48812,1d680445-6148-41db-8397-5b65c13f2a32,0,Whiteout,Movies (Acq),Bronze,
49758,1d865904-d76c-4c5e-b42d-fe0a93fc8bf4,0,Mechashark: Love Down Under,Specials,Bronze,
48053,1d880976-4646-4d48-bffd-ba299eb02b49,0,Alien Sharks: Strange New Worlds,Specials,Bronze,
48663,1db7c080-f4b7-4f48-82d6-f09bbfd5f3b4,0,The Living Daylights,Movies (Acq),Bronze,252000.0
48383,1de52799-4fd3-4909-b9b3-8898c614b542,1,Fareed Zakaria Documentaries,Docu-Series (Acq),Bronze,
49062,1e464652-cc6e-4f4c-bf92-a495be72e13c,1,Last Chance Garage,,Bronze,
47975,1e56ec6e-5092-4ac7-9f95-0d1cb77632f7,8,90 Day Fiance: Happily Ever After?,Unscripted Series (Acq),Bronze,
49003,1e5f08e9-b3fa-474b-871d-7f72ff32df16,0,Return of the Monster Mako,Specials,Bronze,
48041,1e6c3660-ae18-4858-ab1d-518654f0feae,0,Adam Devine's Secret Shark Lair,Specials,Bronze,
49586,1e99445f-7e71-4f58-96b0-53ef8d472250,0,Shark Lockdown,Specials,Bronze,
48088,1ea866a1-bb0f-406c-a940-756dd2dd27d7,0,Footloose,Movies (Acq),Bronze,385000.0
47994,1f387d5a-7caa-4856-9524-badb912ce8c4,0,Angel of Mine,Movies (Acq),Bronze,208636.0
48521,1f3ab607-58c7-4f50-b480-cbae85e8bc3e,1,90 Day Fiance Pillow Talk: Holiday Specials,Unscripted Series (Acq),Bronze,
47559,1f4202b7-4d01-45cc-b4d2-11752f2e1009,0,Sam Jay: Salute Me or Shoot Me,Specials,Bronze,1600000.0
47854,1f4ad4f5-56d0-4451-8de0-470ce79082d5,0,Little Richard: I Am Everything,Docu-Movies (OP),Bronze,1000000.0
48021,1f9fece3-1f52-4acc-9d0e-10548434a24f,0,The Biggest Little Farm,Docu-Movies (Acq),Bronze,180819.0
49235,1fa865f9-1fce-4aea-8bc0-5b3976f6cbc5,2,A Discovery of Witches,Drama Series (Acq),Bronze,25000.0
48132,1fa865f9-1fce-4aea-8bc0-5b3976f6cbc5,3,A Discovery of Witches,Drama Series (Acq),Bronze,25000.0
48229,1fa865f9-1fce-4aea-8bc0-5b3976f6cbc5,1,A Discovery of Witches,Drama Series (Acq),Bronze,25000.0
48571,1ff1308b-95c7-4343-96fb-70d0aef62dee,0,Cyborg (1989),Movies (Acq),Bronze,225000.0
49148,20013032-0c4e-4418-a77f-f89b7a2f0e56,0,"Nico, 1988",Movies (Acq),Bronze,60000.0
48377,200a6359-fb91-4334-8f6a-eb458031fdf1,4,Help! I Wrecked My House,Unscripted Series (Acq),Bronze,
47592,2039343b-3fa2-400c-8342-bcb8d308ba14,2,The Jinx: The Life and Deaths of Robert Durst,Docu-Series (OP),Gold,21800000.0
48908,2052f0f8-dc09-4cf0-a8a4-0b71bab290b2,0,The Craftsman: Preserving the Last Higgins Boat,Specials,Bronze,
48875,20837512-6fca-4f63-ad8e-f62f47805441,0,Raise Hell: The Life and Times of Molly Ivins,Docu-Movies (Acq),Bronze,60000.0
49031,20949c1c-5839-4805-91c2-dfcfd652a8aa,0,Out of Time,Movies (Acq),Bronze,360000.0
47410,2094f5a7-24c5-4739-b52f-53278deebba4,0,Immortals,Movies (Acq),Bronze,350000.0
47824,20bb22be-1a7c-4dbe-817c-680d4966a0ed,0,Eric André Live Near Broadway,Specials,Bronze,
48170,20d709c5-2fa1-48c1-9673-b889ef5fa3a4,0,Brandi Carlile: In the Canyon Haze -- Live From Laurel Canyon,Specials,Bronze,100000.0
48054,2168e8d4-ff77-41f5-ae03-3cdebc820b3c,0,Eighth Grade,Movies (Acq),Bronze,925000.0
47765,216b7396-5d53-4606-a097-a8518363c5dc,1,Road Rage,Docu-Series (Acq),Bronze,
47556,219397dd-c443-499d-b14a-b6713aabc7fa,0,Live and Let Die,Movies (Acq),Bronze,252000.0
48585,21a5b23a-8524-4988-8072-4aef233f962d,1,Project Greenlight,Unscripted Series (OP),Bronze,
48976,2205f357-bd45-4703-98c4-cdc82e3d0dcb,1,Border Control: Spain,Unscripted Series (Acq),Bronze,
47494,2205f357-bd45-4703-98c4-cdc82e3d0dcb,2,Border Control: Spain,Unscripted Series (Acq),Bronze,
49579,2205f357-bd45-4703-98c4-cdc82e3d0dcb,4,Border Control: Spain,Unscripted Series (Acq),Bronze,
47681,221d95aa-51d5-45ad-be70-0844577550ce,1,Wild & Weird America,,Bronze,
49361,22623a88-48ed-4add-ab1e-dec0a93485c1,0,Chico Virtual,Movies (Acq),Bronze,10000.0
47604,2291b29c-9bbe-4e6f-8e3b-781f16ef6350,0,Thunderball,Movies (Acq),Bronze,252000.0
48576,229855e0-bbfb-4f5b-970c-b26a911a44a7,2,Abbott Elementary,Comedy Series (Acq),Bronze,10171236.0
48897,22ab0534-7b80-42eb-9e9e-35067ee895ff,0,Men in Black 2,Movies (Acq),Bronze,510857.5421
48574,22bad883-43b3-4be6-aafb-e4ece28f46cc,0,Murder at Carter County Mines,Docu-Movies (Acq),Bronze,
49782,22e1d665-9109-4b3d-81e6-ca8f895512ee,0,Hot Air,Movies (Acq),Bronze,139091.0
49733,22faa96d-89fa-4ec4-a29d-f3094ad6b509,0,Comeback: A March Madness Story,Docu-Movies (Acq),Bronze,
49770,22ff7b8b-2df6-444b-9ff1-f84edecd87db,0,Return to Shark Island,Specials,Bronze,
48055,23468c06-692e-4566-a356-4e33c6d26653,1,Expedition From Hell: The Lost Tapes,,Bronze,
47660,2356acb1-b7e1-4014-8686-4757f8724452,0,Force Majeure,Movies (Acq),Bronze,60000.0
49208,2382ebcb-6f36-4c48-9b65-8801f3591a2b,0,Cut Bank,Movies (Acq),Bronze,40000.0
48709,23ad4f5f-20eb-4321-a226-8ed903717de4,0,Cooties,Movies (Acq),Bronze,173864.0
48365,23be3fa9-b879-40b2-bd0e-af46ee71d51a,0,"Supervillains, The Investigation",Docu-Movies (OP),Bronze,1545.0
47836,23d3c418-de7e-499b-9d38-1775db6f46a0,0,The Verdict,Movies (Acq),Bronze,270000.0
48469,240573f0-ca09-4f29-981a-1c4dee756a47,0,Aniara,Movies (Acq),Bronze,60000.0
47456,244d67ea-8030-488b-832e-d925bc9f5e89,0,I Don't Know How She Does It,Movies (Acq),Bronze,
49330,24932ac4-2e7d-46b4-93a9-c3d5d914ee97,0,Quartet,Movies (Acq),Bronze,75000.0
48458,24b36f76-e350-4150-970c-ceb0c0fb7383,6,90 Day Fiance: Before the 90 Days,Unscripted Series (Acq),Bronze,
48211,24b6c501-13d8-4964-99e1-fbe653f8631f,0,On Her Majesty's Secret Service,Movies (Acq),Bronze,252000.0
47732,24ba2eb7-c5ea-445d-97e6-ce6510973305,0,Hitman: Agent 47,Movies (Acq),Bronze,7138715.743
49221,24c5ef0c-3c76-437b-b755-b35d07d1997c,1,My Strange Addiction: Still Addicted?,Unscripted Series (Acq),Bronze,
47883,24deeb94-4370-4b68-ab24-72e98383a07a,0,Jackass Shark Week 2.0,Specials,Bronze,
48996,24f6842f-2307-446d-b1c0-ca6e3e30c7af,0,Once Upon a Time in China II,Movies (Acq),Bronze,
48461,25271af6-140c-4515-ba1f-adbb8d66a8d6,0,Leatherheads,Movies (Acq),Bronze,
49065,252b7559-0c0d-418a-ada2-a574dcaf68de,15,Chasing Classic Cars,Unscripted Series (Acq),Bronze,
48322,252b7559-0c0d-418a-ada2-a574dcaf68de,17,Chasing Classic Cars,Unscripted Series (Acq),Bronze,
49546,252b7559-0c0d-418a-ada2-a574dcaf68de,16,Chasing Classic Cars,Unscripted Series (Acq),Bronze,
47487,2537da31-ff99-4195-a53e-e0e1ddb1d67e,2,The Gilded Age,Drama Series (OP),Gold,159200000.0
49381,253f180c-ac10-4b8f-9907-9ce271057712,1,Hometown Homicide: Local Mysteries,Docu-Series (Acq),Bronze,
49076,255630ce-dc9c-4229-9b40-781dc0f1ff0b,0,Prince Rainier III: In His Own Words,,Bronze,
47609,259eca70-4f45-4b25-8169-28607ba692ed,0,"I Love You, Beth Cooper",Movies (Acq),Bronze,230000.0
49507,25c06eb9-4d20-4415-b366-3bfc8cc42f35,0,Sharkageddon,Specials,Bronze,
47889,25cf9c56-c846-4099-b696-9c641ae507db,0,ShaqAttack,Specials,Bronze,
48169,25dfbc21-af76-4555-a762-b5bf2c091f8d,1,The Daughter of God: Dalma Maradona,Docu-Series (OP),Bronze,
49723,25e978e8-2825-4714-bc87-f08825dcd140,1,American Icon - Muscle Car,Unscripted Series (Acq),Bronze,
47583,2627c82c-78e1-4623-9adc-bd55a461d925,0,The Last Black Man in San Francisco,Movies (Acq),Bronze,600000.0
48299,2644fdf5-e74f-4f2c-80fd-f4927da29441,0,The Strangers,Movies (Acq),Bronze,
48390,26d1e67c-d991-4c76-bbc7-92ae6fcbcb35,0,Heartburn,Movies (Acq),Bronze,185000.0
48921,26e4ba7c-154e-4ccd-a222-5926d75561cf,1,The History of Curb Your Enthusiasm,Unscripted Series (OP),Bronze,
48316,26fcf896-5930-4eb1-a35a-cae3087bea6d,0,Support the Girls,Movies (Acq),Bronze,60000.0
47627,2706cb44-9311-431e-8c7b-f4a34c3f4aa0,0,Aliens in the Attic,Movies (Acq),Bronze,
48158,272c5538-a8f1-409f-9a48-7ac6a6d969ea,0,Matriarch of Murder?,Docu-Movies (Acq),Bronze,
48013,2746f054-b2c9-46e2-957c-3369fcd9feff,0,BS High,Docu-Movies (OP),Bronze,3300000.0
48922,2789d6aa-c2c6-4c5c-a5dd-4be868c077d2,1,I Don't Like Driving,Comedy Series (OP),Bronze,
47400,27b94e06-77c3-4eeb-8a41-4245b23530bf,1,The Power of Film,Docu-Series (Acq),Bronze,
48334,283535b8-42d8-4e65-8034-cfb21dcbfb93,0,Robin Hood: Men In Tights,Movies (Acq),Bronze,230000.0
49818,284b1a16-9599-4bf0-9f12-caa462c57653,1,Four Wheeler TV,Unscripted Series (Acq),Bronze,
47723,284e1079-13b6-4ae2-bccc-08b05dd4cbe7,2,Outchef'd,Unscripted Series (Acq),Bronze,
48596,28cb33be-0a53-4604-a4eb-0562593798aa,8,Teen Titans Go!,Kids Series (Acq),Bronze,6333600.0
47418,28dd8151-9a51-460c-91de-a3bc1689e87a,0,Stephen King's Graveyard Shift,Movies (Acq),Bronze,250000.0
49768,290609c9-5217-4dac-96f7-fef88cbe8f2f,1,"Live, Love, Wrench",Unscripted Series (Acq),Bronze,
48030,299cbb30-f061-4e88-8497-44857a2d639b,0,Barbie Feature Commentary,Movies (Acq),Bronze,
48824,29a7ba2e-a9f3-4869-9830-ba986cf65191,0,The Leisure Seeker,Movies (Acq),Bronze,
48769,29ac0f3b-e558-40d5-9675-06abefb1d273,0,Wes Craven Presents Dracula II: Ascension,Movies (Acq),Bronze,
49150,29b097e1-89b8-4a2c-833b-8cdb4e6437fa,0,Oasis: Supersonic,Docu-Movies (Acq),Bronze,40000.0
47437,29dd7f29-06fd-4750-854f-27a4a0082fb7,0,Taxi,Movies (Acq),Bronze,230000.0
47895,29f1502b-eecd-4fdf-93b5-355a3b541c81,1,Talking Pictures: A Movie Memories Podcast,,Bronze,
48187,2a19454b-639a-4166-ab05-e5715e00bb10,7,Christmas Cookie Challenge,Unscripted Series (Acq),Bronze,
49647,2a2fa749-c668-41d1-8a7d-0c7ace039767,0,The Saint,Movies (Acq),Bronze,215000.0
48533,2a471f80-41cb-4db6-b832-21dcd54061b9,16,The Great Food Truck Race,Unscripted Series (Acq),Bronze,
49555,2a610d22-4457-46b5-b0c7-224a4b01cd82,0,Lawrence of Arabia,Movies (Acq),Bronze,38659.58228
49556,2a610d22-4457-46b5-b0c7-224a4b01cd82,0,Lawrence of Arabia,Movies (Acq),Bronze,90000.0
49192,2a73975c-0315-4741-888f-d9779fb3adb5,3,How to With John Wilson,Unscripted Series (OP),Bronze,6800000.0
48113,2a7cfc7b-0bb9-41a3-afad-228efdd051a6,0,The Truth vs. Alex Jones,Docu-Movies (OP),Bronze,
47833,2a8154f6-6316-4ed6-9db4-851f11028b91,0,Still Alice,Movies (Acq),Bronze,436204.0
47877,2a9389fe-a980-421d-9be0-5ebf56406967,0,Mommie Dearest,Movies (Acq),Bronze,185000.0
49277,2a9c7507-6ded-4b02-940a-bd43ecfa3bd9,1,Cuban Chrome,Unscripted Series (Acq),Bronze,
48786,2ab2a19a-69c4-4103-b241-08cd3fed45c0,0,Ghost Ship,Movies (Acq),Bronze,420000.0
47576,2acbbfdf-6dea-4c26-8534-38fd93a3c17a,0,No Accident,Docu-Movies (OP),Bronze,2000000.0
48644,2b17c49a-ca3f-4ac4-b5bc-f5c87c006bd7,0,Barbershop,Movies (Acq),Bronze,432000.0
49813,2b3adfac-7505-4ca2-921b-3eb6d641a958,1,Put Up Or Shut Up,Unscripted Series (Acq),Bronze,
49360,2b3adfac-7505-4ca2-921b-3eb6d641a958,2,Put Up Or Shut Up,Unscripted Series (Acq),Bronze,
49540,2b3e4283-dfe5-4ff6-a073-32acb376e257,0,Anthropoid,Movies (Acq),Bronze,90000.0
48489,2b485cf0-ac93-47ca-aa70-735f6a2776e0,0,Moonage Daydream,Docu-Movies (OP),Silver,3000000.0
49202,2b70eac0-ad78-4746-a3f2-3faa7c41f79b,0,The Stroll,Docu-Movies (OP),Bronze,1800000.0
48552,2b81bc9f-4ecb-4177-8655-88bcb03f8ca7,0,Pitch Perfect 2,Movies (Acq),Bronze,3600000.0
48331,2bf3ef75-2d4d-4a22-8e59-3b8c172f7ca1,0,Eye In The Sky,Movies (Acq),Bronze,90000.0
48635,2c315d70-082d-44e4-b5fc-1085a62e8d90,0,Coraline,Movies (Acq),Bronze,
48710,2c3d5060-471c-4c5e-ad5a-6b048e64c866,1,Mariachis,Drama Series (OP),Bronze,850908.0
47906,2c424e69-2806-4e1e-8cac-e1e926476285,2,Hoffman Family Gold,Unscripted Series (Acq),Bronze,
47969,2c55b459-5853-40ba-bf4f-3af8b40c8f38,8,Murder in the Heartland,Docu-Series (Acq),Bronze,
47638,2c55b459-5853-40ba-bf4f-3af8b40c8f38,9,Murder in the Heartland,Docu-Series (Acq),Bronze,
49499,2c971a02-bb36-4a40-8039-a3313c9f243e,0,F/X 2: The Deadly Art Of Illusion,Movies (Acq),Bronze,225000.0
48002,2c9e897d-17f8-4771-994b-06a96b9d6370,3,Homegrown,Unscripted Series (Acq),Bronze,
48303,2c9e897d-17f8-4771-994b-06a96b9d6370,4,Homegrown,Unscripted Series (Acq),Bronze,
47497,2cb38cb5-0fa7-4b5b-aaf0-60c7975a15cd,0,Maze Runner: The Scorch Trials,Movies (Acq),Bronze,3093524.0
48685,2cb991ca-2c27-45d7-a3d8-492fc6c16149,0,Terror In Israel,Docu-Movies (Acq),Bronze,
49787,2cc83d9a-c096-4216-8271-3e5a15a9d9d2,0,"Oprah, Courtney B. Vance & Dr. Robin",Docu-Movies (Acq),Bronze,
49617,2cd79af1-bdaf-403f-b7df-ed5e33815019,0,The Fury,Movies (Acq),Bronze,230000.0
49135,2cf2615f-32ec-47e7-84a3-676d61df0b57,0,Kaplan America,Movies (Acq),Bronze,
48097,2cf3d93e-471f-48ef-b81e-9c1b4313103c,0,A Vigilante,Movies (Acq),Bronze,139091.0
47603,2d15b412-1395-4c52-a897-ff290ea38f8c,5,90 Day Fiance: The Other Way,Unscripted Series (Acq),Bronze,
47636,2d2cd49a-26db-4e62-b698-ecf43a1d313f,0,Elektra,Movies (Acq),Bronze,270000.0
48745,2d82206c-6928-42e6-811b-1060291e96f2,0,Jaws Awakens,Specials,Bronze,
47452,2d93aa56-5cb4-4059-9c81-e2bf6b7510b2,0,Breakin' 2: Electric Boogaloo,Movies (Acq),Bronze,216000.0
48336,2da03929-7d12-482b-8796-f220a4830ecc,0,127 Hours,Movies (Acq),Bronze,
48839,2db04370-2b7a-41c7-93ff-42aa5a6cd3c5,0,The Descent: Part 2,Movies (Acq),Bronze,173864.0
48205,2db6afb1-a5e1-4d98-a56d-ef97d6030c1f,0,Sisters,Movies (Acq),Bronze,
48579,2dc19297-6179-4f9b-ac3e-64c9ae66e492,0,The Weeknd: Live at Sofi Stadium,Specials,Gold,5700000.0
49473,2df205f6-f0b9-499d-9757-c51a252ededc,2,Runs Good,Unscripted Series (Acq),Bronze,
49788,2df205f6-f0b9-499d-9757-c51a252ededc,1,Runs Good,Unscripted Series (Acq),Bronze,
47912,2df572c9-0998-4e7e-926b-7a75f6ad0bd1,0,Road Trip,Movies (Acq),Bronze,350000.0
49506,2e06eada-b87c-4879-a765-eb1ebdca9a71,0,Great White Invasion,,Bronze,
47581,2e37ffa1-218d-40bf-919f-f582831a7a64,1,Vgly,Drama Series (OP),Bronze,1087250.0
47678,2e473658-9fc0-4aa1-b855-da3c52752257,1,Killing Eve,Drama Series (Acq),Bronze,32000.0
48314,2e473658-9fc0-4aa1-b855-da3c52752257,2,Killing Eve,Drama Series (Acq),Bronze,32000.0
48407,2e473658-9fc0-4aa1-b855-da3c52752257,3,Killing Eve,Drama Series (Acq),Bronze,32000.0
47710,2e473658-9fc0-4aa1-b855-da3c52752257,4,Killing Eve,Drama Series (Acq),Bronze,32000.0
47850,2e571f31-a87b-4f7c-bec4-a6d92ab76aef,6,Restored,Unscripted Series (Acq),Bronze,
48777,2ecfc56b-d5bc-4c0c-91e8-aff69f4b36ad,1,A Body in the Basement,Docu-Series (Acq),Bronze,
48590,2ed27779-abb0-4512-8681-837838f4eedc,0,The Visit,Movies (Acq),Bronze,2695846.0
47959,2f2ece52-00e9-4a17-8c99-13023606131a,0,Double Impact,Movies (Acq),Bronze,225000.0
48184,2f56f6ed-0e02-44b1-a335-e17e7c5e6258,0,Head of State,Movies (Acq),Bronze,200000.0
48826,2f6da76a-be74-4b8d-a679-cdf5fa4d7d03,2,Tough Love with Hilary Farr,Unscripted Series (Acq),Bronze,
49458,2f770931-5357-4d3c-81fe-a0024841634a,2,Street Outlaws: Mega Cash Days,Unscripted Series (Acq),Bronze,
47794,2fbf3452-01a8-45d4-918b-6990cf13c508,0,Sarah Silverman: Someone You Love,Specials,Bronze,5600000.0
48341,2fc22e61-608b-4ceb-a13f-bf2a71015b3c,0,Mother's Day,Movies (Acq),Bronze,175000.0
48342,2fc22e61-608b-4ceb-a13f-bf2a71015b3c,0,Mother's Day,Movies (Acq),Bronze,70000.0
49291,2fdf5951-ac5f-47f7-b19e-2dc803c79f7b,2,Throttle Out,Unscripted Series (Acq),Bronze,
49763,2fdf5951-ac5f-47f7-b19e-2dc803c79f7b,1,Throttle Out,Unscripted Series (Acq),Bronze,
47521,300aeb13-2f77-457d-9bd1-89ea786269d4,2,Guy's All-American Road Trip,Unscripted Series (Acq),Bronze,
48515,301f17f9-96af-436f-bd2d-99acb800cab9,0,Great Hammerhead Invasion,Docu-Movies (Acq),Bronze,
49557,303c2f9b-b32a-4976-826b-ec0293ae0f93,0,Miracles,Movies (Acq),Bronze,
49439,305eaa2e-abf7-43e2-bf83-982583a589f1,0,World of Westeros Dragon Egg Yule Log,Specials,Bronze,
49245,30617ed1-bfbf-4aff-9c16-63eb9f7774a1,0,Sergio Leone: The Italian Who Invented America,Docu-Movies (Acq),Bronze,
48178,30786a8b-8c9c-4207-bec4-cfbd9e3054fe,0,Raiders of the Lost Shark,Specials,Bronze,
48957,308cd946-a030-499f-bfda-ac84c6241408,0,Iris,Docu-Movies (Acq),Bronze,145000.0
48958,308cd946-a030-499f-bfda-ac84c6241408,0,Iris,Docu-Movies (Acq),Bronze,35000.0
48349,30afaf3e-b141-486a-857d-f7c03d5e3325,0,Shark School With Michael Phelps,Docu-Movies (Acq),Bronze,
48161,30b663e7-3263-42f2-a4d9-92b91df0dacc,0,The Fluffy Movie,Docu-Movies (Acq),Bronze,175000.0
47405,30e44639-3345-461c-8ee0-1f48090d7d67,1,The Truth About Jim,Docu-Series (OP),Silver,3696000.0
48134,31277dc0-213e-449d-9215-4b46a2fd3497,5,Rock the Block,Unscripted Series (Acq),Bronze,
48811,3145b7fc-ea27-4e66-b1de-6dd78048bb49,0,Walking Tall,Movies (Acq),Bronze,432000.0
48102,316b1520-4f7b-4db3-948a-d336e9b6378e,5,Symon's Dinners Cooking Out,Unscripted Series (Acq),Bronze,
49284,316b1520-4f7b-4db3-948a-d336e9b6378e,2,Symon's Dinners Cooking Out,Unscripted Series (Acq),Bronze,
48295,316b1520-4f7b-4db3-948a-d336e9b6378e,1,Symon's Dinners Cooking Out,Unscripted Series (Acq),Bronze,
48389,316b1520-4f7b-4db3-948a-d336e9b6378e,3,Symon's Dinners Cooking Out,Unscripted Series (Acq),Bronze,
48878,316b1520-4f7b-4db3-948a-d336e9b6378e,4,Symon's Dinners Cooking Out,Unscripted Series (Acq),Bronze,
48720,316ef67c-29ac-4563-af73-d15cb6b03f61,0,Killing Me Softly,Movies (Acq),Bronze,270000.0
47404,31b46c23-4785-4410-90d0-4ed0b6bceb10,1,Bookie,Comedy Series (OP),Silver,96800000.0
47550,326564e5-54b0-4805-afdf-e166ec877a5a,0,Yeti Massacre,Specials,Bronze,
49270,32665629-6849-4010-8692-4821584d81fb,1,Vancouver Reno,Unscripted Series (Acq),Bronze,
49146,32770cd1-0e2a-4c52-9f78-b2f0d829de3e,2,Twin Turbos,Unscripted Series (Acq),Bronze,
48963,32b6bbe2-8fe4-4934-9e29-bfca4f9157c6,0,Our Family Wedding,Movies (Acq),Bronze,
49644,32de2839-7c41-472a-92c0-81c4e407a7be,0,Infernal Affairs II,Movies (Acq),Bronze,
48818,33342cee-e115-426b-a85e-722e2121635c,0,Inland Empire,Movies (Acq),Bronze,
47989,333d5506-e00e-45d3-b1da-9b54a2b406d0,0,Reality,Movies (OP),Gold,3005000.0
49440,33965396-9a68-4520-9eea-59bee887c8df,0,Paris Can Wait,Movies (Acq),Bronze,147219.0
48508,33c468b9-2a56-4518-aa23-43973734613a,0,I Was Prey: Terrors from the Deep,Specials,Bronze,
48817,33c87966-a20f-4f0f-9843-af69a0afabb7,0,"Great Photo, Lovely Life",Docu-Movies (OP),Bronze,1800000.0
49497,342ed8ea-9c16-4cf8-8367-d3502cdb3bd5,0,Tiburones: Sharks of Cuba,Docu-Movies (Acq),Bronze,
49018,343c1c64-b7d8-47b9-9736-9adebd321b27,1,Hand Built Hot Rods,Unscripted Series (Acq),Bronze,
47960,344b749e-98e8-4126-b77b-746778c5efe7,0,The Unborn,Movies (Acq),Bronze,
48896,346968f4-d6ed-46bb-9161-7c6b63ca8669,1,Teenage Kiss: The Future Is Dead (Beijo Adolescente: O Futuro Está Morto),Drama Series (OP),Bronze,786230.1
